serial number,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating,primary_genre,store_genres,publisher,developer,detected_technologies,store_asset_mod_time,review_percentage,players_right_now,24_hour_peak,all_time_peak,all_time_peak_date
55537,Civil War: 1865,/app/620630/,4/7/17,5,12,7,19,57.82,Strategy (2),Strategy (2),HexWar Games,HexWar Games,SDK.OpenAL; SDK.Vorbis; SDK.cURL,1/10/20,63,1,1,5,4/11/17
55538,Rollercoaster Xperience,/app/679620/,8/23/17,4,12,7,19,57.82,Adventure (25),"Adventure (25), Simulation (28)",Xperiencia Virtual,Xperiencia Virtual,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,8/7/17,63,0,1,4,10/29/17
55539,Bohnanza The Duel,/app/716100/,12/27/17,7,12,7,19,57.82,Strategy (2),"Casual (4), Strategy (2)",DIGIDICED,DIGIDICED,Engine.Unity,1/13/20,63,1,1,7,8/5/18
55540,Depopulation,/app/718210/,11/24/17,7,12,7,19,57.82,Strategy (2),"Casual (4), RPG (3), Simulation (28), Strategy (2)",Aweswan studios,Aweswan studios,Engine.Unity,10/31/19,60,0,0,7,11/25/17
55541,MARS VR(全球使命VR),/app/596560/,4/6/17,5,30,19,49,57.77,Violent (73),"Violent (73), Gore (74), Action (1), Adventure (25)",SHANGHAI ZHENYOU TECHNOLOGY CO.LTD,Ying Pei Digital Technology Shanghai Co. Limited,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,3/22/17,61,0,1,5,4/9/17
55542,Jade's Journey 2,/app/607030/,5/12/17,1243,21,13,34,57.73,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3), Strategy (2)",Warfare Studios,Warfare Studios,Engine.RPGMaker,5/9/17,62,0,2,1243,2/22/23
55543,Solitaire - Cat Pirate Portrait,/app/666800/,7/12/17,4,21,13,34,57.73,Casual (4),"Adventure (25), Casual (4), Indie (23), Simulation (28), Sports (18), Strategy (2)",Boogygames Studios,Boogygames Studios,Engine.Unity; SDK.OculusXRPlugin,10/28/22,61,0,1,4,9/19/17
55544,Lucky Night,/app/753060/,12/7/17,13,18,11,29,57.73,Casual (4),"Casual (4), Free to Play (37), Early Access (70)",ATC Games,ATC Games,Engine.Unreal; SDK.AMD_GPU_Services; SDK.CEF; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,11/21/17,62,0,0,13,12/9/17
55545,Overcoming Pain,/app/763070/,12/26/17,6,18,11,29,57.73,Action (1),"Violent (73), Gore (74), Action (1), Adventure (25), Indie (23)",FurGoldGames,FurGoldGames,Engine.Unity,12/26/17,62,0,0,6,12/29/17
55546,Strategy & Tactics: Dark Ages,/app/508300/,8/4/17,907,111,75,186,57.67,Strategy (2),"RPG (3), Simulation (28), Strategy (2)",HeroLabs,HeroLabs,Engine.Marmalade; SDK.CEF; SDK.OpenSSL,10/18/21,59,0,1,907,4/17/18
55547,Sylvio 2,/app/686500/,10/11/17,11,40,26,66,57.61,Adventure (25),Adventure (25),Stroboskop,Stroboskop,Engine.Unity; SDK.Steam_Audio,9/26/17,61,0,1,11,10/11/17
55548,GunFleet,/app/568580/,2/6/17,148,122,83,205,57.6,Free to Play (37),"Action (1), Free to Play (37), Massively Multiplayer (29), Simulation (28), Early Access (70)",Areo Gaming,Areo Gaming,Engine.Unity; SDK.Qt; SDK.Vorbis,12/27/16,59,1,2,148,2/12/17
55549,Armor Clash II,/app/562420/,4/4/17,11,66,44,110,57.58,Strategy (2),"Action (1), Simulation (28), Strategy (2)",Windforce,Windforce,Engine.Unity; SDK.OpenVR,6/30/18,60,0,0,11,5/7/17
55550,Terra Mystica,/app/628900/,6/8/17,124,133,91,224,57.54,Strategy (2),"Indie (23), Strategy (2)",DIGIDICED,DIGIDICED,Engine.Unity,1/13/20,59,6,16,124,6/9/17
55551,Boy Next Door,/app/726760/,10/16/17,3,50,33,83,57.54,Indie (23),"Nudity (72), Adventure (25), Casual (4), Indie (23)",Ghost_RUS Games,Nikita &quot;Ghost_RUS&quot;,nan,10/6/17,60,0,1,3,11/25/17
55552,Reboant,/app/708370/,11/22/17,6,34,22,56,57.54,Action (1),"Violent (73), Gore (74), Action (1), Adventure (25)",Dome VR,DarkLord,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Steam_Audio; SDK.Vorbis,12/1/17,60,0,0,6,11/23/17
55553,Neverout,/app/579720/,5/18/17,335,83,56,139,57.52,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23), Simulation (28)",Gamedust,Gamedust,Engine.Unity; SDK.OpenVR,3/23/22,61,122,265,676,4/30/23
55554,Super POTUS Trump,/app/675630/,8/9/17,49,261,182,443,57.49,Casual (4),"Casual (4), Free to Play (37), Indie (23)",Emerson Design Inc.,Emerson Design Inc.,Engine.Unity; SDK.SteamworksNET,7/25/17,59,0,1,49,8/9/17
55555,Neo ATLAS 1469,/app/532690/,2/14/17,151,28,18,46,57.46,Simulation (28),Simulation (28),Arc System Works,ARTDINK,Engine.Unity,11/7/19,60,1,3,151,4/23/17
55556,Kama Bullet Heritage,/app/680690/,8/11/17,4,54,36,90,57.43,Indie (23),"Violent (73), Gore (74), Action (1), Adventure (25), Indie (23)",Narko Games,Narko Games,Engine.GameGuru,8/25/17,60,0,1,4,1/17/18
55557,Climbtime,/app/535170/,5/4/17,8,25,16,41,57.41,Indie (23),"Casual (4), Free to Play (37), Indie (23)",Saluda Systems,Saluda Systems,Engine.Unity; SDK.OpenVR; SDK.Photon,12/8/17,61,0,1,8,11/5/16
55558,John The Zombie,/app/741500/,11/22/17,10,132,91,223,57.39,Indie (23),"Action (1), Indie (23), Simulation (28)",Minimal Lab,Minimal Lab,Engine.Unity,11/17/17,59,0,0,10,11/23/17
55559,Eekeemoo - Splinters of the Dark Shard,/app/413040/,3/14/17,4,4,2,6,57.39,Adventure (25),"Action (1), Adventure (25)",Cooply Solutions Ltd,Cooply Solutions Ltd,Engine.Unity,12/12/16,,0,0,4,3/14/17
55560,Stonehenge VR SANDBOX,/app/457650/,10/12/17,6,4,2,6,57.39,Casual (4),Casual (4),VoyagerVR,VoyagerVR,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Ansel; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,11/24/21,,0,0,6,4/8/18
55561,B.C.E.,/app/516960/,9/12/17,9,4,2,6,57.39,Action (1),"Action (1), Indie (23)",Blue Drop Games,Blue Drop Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,9/12/17,,0,0,9,8/3/17
55562,Glorch's Great Escape: Walking is for Chumps,/app/549790/,4/3/17,233,4,2,6,57.39,Indie (23),"Action (1), Indie (23)",Warrior General Games LLC,Warrior General Games LLC,Engine.Lime_OR_OpenFL,3/7/17,,0,0,233,11/26/19
55563,Shadows,/app/563380/,8/24/17,2,4,2,6,57.39,Indie (23),"Adventure (25), Indie (23)",Logan Apple,Logan Apple,nan,7/10/17,,0,0,2,1/10/17
55564,Space Station Loma: OPERATIONS,/app/577640/,3/17/17,2,4,2,6,57.39,Action (1),"Action (1), Casual (4), Indie (23), Early Access (70)",SpielmannSpiel,SpielmannSpiel,Engine.Unity; SDK.OpenVR,10/22/21,,0,0,2,3/23/17
55565,Princess Kidnapper 2 - VR,/app/595990/,3/20/17,2,4,2,6,57.39,Action (1),"Action (1), Adventure (25), Sports (18)",Magic Era,Magic Era,Engine.Unity; SDK.OpenVR,2/22/17,,0,0,2,3/21/17
55566,Zarya and the Cursed Skull,/app/605040/,3/9/17,1,4,2,6,57.39,Adventure (25),"Action (1), Adventure (25), Indie (23)",Rodz,Rodz,Engine.Unity,3/5/17,,0,0,1,3/8/17
55567,American VR Coasters,/app/610260/,7/8/17,5,4,2,6,57.39,Simulation (28),"Action (1), Casual (4), Indie (23), Simulation (28)",Funny Twins,Funny Twins,Engine.Unity; SDK.OpenVR,10/29/19,,0,1,5,12/31/17
55568,Ashes of Kanaka,/app/625900/,4/26/17,4,4,2,6,57.39,RPG (3),RPG (3),Dogwood Gaming,Dogwood Gaming,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,4/25/17,,0,0,4,4/29/17
55569,Weather Lord: In Search of the Shaman,/app/637940/,6/8/17,99,4,2,6,57.39,Casual (4),"Casual (4), Indie (23), Simulation (28), Strategy (2)",ESDigital Games,Yustas Game Studio,SDK.OpenAL,7/21/22,,1,2,99,1/2/20
55570,Rite of Passage: Child of the Forest Collector's Edition,/app/638270/,6/5/17,4,4,2,6,57.39,Adventure (25),"Adventure (25), Casual (4)",Big Fish Games,Mad Head Games,nan,5/12/17,,0,0,4,6/25/17
55571,Micro Cosmic Worlds,/app/655580/,7/20/17,2,4,2,6,57.39,Education (54),Education (54),Codon Inc.,Codon Inc.,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,6/30/17,,0,0,2,7/22/17
55572,Orbit Defender,/app/661380/,10/4/17,4,4,2,6,57.39,Strategy (2),"Action (1), Indie (23), Strategy (2)",Frostflake Studios,Frostflake Studios,Engine.Unity,8/15/17,,0,0,4,5/16/19
55573,Staff Wars: Wizard Rumble,/app/664040/,8/4/17,5,4,2,6,57.39,Indie (23),"Action (1), Casual (4), Indie (23)",TeePee Studios,TeePee Studios,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,7/10/17,,0,0,5,12/29/17
55574,ExZeus 2,/app/668520/,8/16/17,3,4,2,6,57.39,Action (1),Action (1),Ziggurat,HyperDevbox,Engine.Unity,7/6/17,,0,0,3,8/17/17
55575,Mysterious Adventure of Michael,/app/670340/,7/21/17,1,4,2,6,57.39,Action (1),Action (1),HUNTERS,HUNTERS,Engine.XNA,7/5/17,,0,0,1,7/6/17
55576,Crime Solitaire 2: The Smoking Gun,/app/672720/,7/26/17,3,4,2,6,57.39,Casual (4),Casual (4),Desktop Gaming,Desktop Gaming,nan,6/13/19,,0,0,3,7/27/17
55577,EXON: The Impossible Challenge,/app/683130/,8/14/17,2,4,2,6,57.39,Action (1),"Action (1), Casual (4), Indie (23)",Simple Interactive Games,Simple Interactive Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,10/27/17,,0,0,2,8/16/17
55578,Rules of Destruction,/app/684970/,8/25/17,2,4,2,6,57.39,RPG (3),"Action (1), Adventure (25), Casual (4), RPG (3), Early Access (70)",FireBurnGames,FireBurnGames,Engine.Unity,8/24/17,,0,0,2,8/26/17
55579,Bomsy,/app/693310/,11/2/17,7,4,2,6,57.39,Action (1),"Action (1), Casual (4), Indie (23)",SUPERMEGAQUEST INC.,SUPERMEGAQUEST INC.,Engine.Unity; SDK.Photon,10/4/17,,0,0,7,11/17/17
55580,Love Chronicles: The Sword and the Rose Collector's Edition,/app/695940/,9/1/17,3,4,2,6,57.39,Adventure (25),"Adventure (25), Casual (4)",Big Fish Games,Vendel Games,SDK.BASS,8/9/17,,0,1,3,9/9/17
55581,Protagon,/app/698100/,8/25/17,1,4,2,6,57.39,Indie (23),"Casual (4), Indie (23)",Digital Eel,Digital Eel,Engine.Unity; SDK.OpenVR,12/9/19,,0,0,1,8/13/17
55582,Mecho Tales,/app/714840/,9/30/17,3,4,2,6,57.39,Action (1),"Action (1), Casual (4), Indie (23)",Arcade Distillery,Arcade Distillery,nan,9/30/17,,0,0,3,10/4/17
55583,The Ultimate Trivia Challenge,/app/716920/,10/27/17,4,4,2,6,57.39,Casual (4),Casual (4),LoadUpGames.com,LoadUpGames.com,Engine.Unity,10/28/22,,0,1,4,7/27/22
55584,Kawanakajima no Kassen,/app/724310/,12/6/17,3,4,2,6,57.39,Simulation (28),Simulation (28),KOEI TECMO GAMES CO. LTD.,KOEI TECMO GAMES CO. LTD.,nan,12/7/17,,0,0,3,12/16/17
55585,Hallowed Encounter,/app/724900/,11/2/17,1,4,2,6,57.39,Indie (23),"Action (1), Adventure (25), Indie (23)",Handle Consolidated LLC.,Alpha Pack Studios,Engine.CryEngine; SDK.FMOD; SDK.OpenVR; SDK.Qt; SDK.SDL,11/2/17,,0,0,1,10/27/17
55586,The Succubi Trap,/app/729320/,10/26/17,2,4,2,6,57.39,Indie (23),"Sexual Content (71), Indie (23)",cerebraloverload,cerebraloverload,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,11/25/17,,0,0,2,10/31/17
55587,YOUFIGHT,/app/733710/,11/2/17,98,4,2,6,57.39,Indie (23),"Indie (23), Early Access (70)",OPENCAP STUDIO,OPENCAP STUDIO,Engine.Unity; SDK.Vorbis,4/25/18,,0,0,98,4/20/21
55588,Deep Space: Unknown Universe,/app/747090/,12/1/17,2,4,2,6,57.39,Indie (23),"Indie (23), RPG (3)",Matouš Lörinc,Matouš Lörinc,Engine.Unity,11/10/17,,0,0,2,12/2/17
55589,DEBUFF,/app/759850/,12/14/17,3,4,2,6,57.39,Action (1),"Action (1), Casual (4), Indie (23), RPG (3), Sports (18)",Playito.com,Playito.com,Engine.Unity; SDK.Photon,11/27/17,,0,0,3,2/16/18
55590,Pro Strategy Football 2018,/app/765560/,12/15/17,8,4,2,6,57.39,Sports (18),"Indie (23), Simulation (28), Sports (18), Strategy (2)",Pro Strategy Games,Kerry Batts,Engine.Cocos; SDK.OpenAL; SDK.Vorbis; SDK.cURL,12/7/17,,0,1,8,12/18/17
55591,Gods and Nemesis: of Ghosts from Dragons,/app/509530/,4/2/17,4,22,14,36,57.36,RPG (3),"Action (1), Adventure (25), Free to Play (37), Indie (23), RPG (3), Early Access (70)",Chad Meffert,Chad Meffert,Engine.Torque; SDK.OpenAL,10/31/19,61,0,0,4,4/2/17
55592,SteamHammerVR,/app/517460/,7/31/17,10,22,14,36,57.36,Action (1),"Action (1), Adventure (25), Indie (23), Strategy (2)",Showstorm Ltd,GamestormVR,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR,10/29/19,61,0,0,10,9/11/16
55593,FallenCore,/app/670090/,11/10/17,11,22,14,36,57.36,Adventure (25),"Adventure (25), Indie (23)",Arrible,Ad Aspera,Engine.Unity,3/26/18,61,0,0,11,11/11/17
55594,Hyper Knights: Battles,/app/747310/,12/4/17,12,48,32,80,57.34,Simulation (28),"Indie (23), Simulation (28), Strategy (2)",Endless Loop Studios,Endless Loop Studios,Engine.Unity,12/21/17,60,0,1,12,12/5/17
55595,Crimson Memories,/app/712790/,10/3/17,233,58,39,97,57.33,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Paradise Project,MagicHouse,Engine.RPGMaker; SDK.NWJS,9/14/17,59,0,0,233,2/17/18
55596,Illville: Return instructions,/app/727550/,11/9/17,4,19,12,31,57.31,Adventure (25),"Adventure (25), Indie (23)",TushaWorks,TushaWorks,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,10/17/17,61,0,0,4,3/19/18
55597,rooMaze,/app/575830/,3/3/17,1611,106,73,179,57.29,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Sometimes You,ChairKilling,Engine.Unreal; SDK.NVIDIA_APEX; SDK.OpenVR; SDK.Vorbis,11/11/19,59,0,1,1611,12/26/19
55598,Dragon's Prophet Turkiye,/app/657860/,11/22/17,391,82,56,138,57.29,Free to Play (37),"Nudity (72), Violent (73), Gore (74), Action (1), Adventure (25), Free to Play (37), Massively Multiplayer (29), RPG (3)",Ntroy LTD,Runewaker,SDK.FMOD; SDK.NVIDIA_PhysX; SDK.cURL,10/5/17,59,0,0,391,9/15/17
55599,Zombie Waiting,/app/680550/,11/11/17,2,16,10,26,57.26,Adventure (25),"Action (1), Adventure (25), Indie (23)",Onur Doğan,Onur Doğan,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,10/28/17,61,0,0,2,9/14/17
55600,The Under,/app/726160/,11/25/17,7,16,10,26,57.26,Indie (23),Indie (23),Iconic Games,Iconic Games,Engine.Unity,11/8/17,61,0,0,7,5/21/20
55601,Battleship Lonewolf,/app/732470/,11/23/17,10,16,10,26,57.26,Action (1),"Action (1), Strategy (2)",WolfShipGames Co. Ltd.,WolfShipGames Co. Ltd.,Engine.Unity,11/8/17,61,0,0,10,12/30/17
55602,Civil War: Bull Run 1861,/app/374960/,7/21/17,4,13,8,21,57.21,Strategy (2),Strategy (2),HexWar Games,HexWar Games,SDK.OpenAL; SDK.Vorbis; SDK.cURL,1/10/20,61,1,1,4,4/27/18
55603,City of Rott: Streets of Rott,/app/580880/,2/14/17,19,13,8,21,57.21,Action (1),"Action (1), Indie (23)",FSudol Art Games,Frank J Sudol,nan,1/25/17,61,0,1,367,4/20/23
55604,Gold Rush! 2,/app/609100/,4/28/17,1741,13,8,21,57.21,Adventure (25),"Adventure (25), Indie (23), Strategy (2)",Sunlight Games,Sunlight Games,Engine.Unity,10/29/22,61,0,0,1741,1/21/18
55605,Arkaia: The Enigmatic Isle,/app/619010/,9/29/17,4,13,8,21,57.21,Adventure (25),"Adventure (25), Indie (23)",Painted Sky Studios,Painted Sky Studios,Engine.Unity,9/17/17,61,0,0,4,10/20/17
55606,Mr Rabbit's Alphabet Forest Adventure,/app/652390/,7/17/17,10,13,8,21,57.21,Casual (4),"Casual (4), Indie (23)",Alakhaine Specialist Consulting Limited,Alakhaine Specialist Consulting Limited,Engine.Unity,10/17/17,61,0,0,10,11/24/18
55607,The Automatician,/app/657700/,7/24/17,6,13,8,21,57.21,Indie (23),"Adventure (25), Casual (4), Indie (23)",DreamPunks,DreamPunks,Engine.Unreal; SDK.FMOD; SDK.NVIDIA_APEX; SDK.OpenVR; SDK.Vorbis,2/23/20,61,0,1,6,7/24/17
55608,Deadly Traps,/app/690080/,8/29/17,2,13,8,21,57.21,Action (1),"Action (1), Indie (23)",BT Studios,BT Studios,nan,10/17/19,61,0,0,2,8/31/17
55609,Office Space: Idle Profits,/app/626010/,10/18/17,660,199,140,339,57.2,Free to Play (37),"Free to Play (37), Simulation (28)",Kongregate,Ultrabit,Engine.Unity,10/18/17,58,1,1,660,10/22/17
55610,Vostok Inc.,/app/656460/,7/26/17,162,59,40,99,57.2,Indie (23),"Action (1), Casual (4), Indie (23)",Wired Productions,Nosebleed Interactive,Engine.Unity,4/14/23,59,0,2,162,5/29/18
55611,Reflecting Fate,/app/644160/,7/10/17,10,29,19,48,57.19,Action (1),"Action (1), Adventure (25), Indie (23)",Starmops,KxONE,Engine.CryEngine,7/6/17,60,0,0,10,7/11/17
55612,STONEBOND: The Gargoyle's Domain,/app/524240/,1/28/17,3,7,4,11,57.18,Indie (23),"Action (1), Indie (23)",I3,I3,Engine.Unity,1/19/17,63,0,1,3,1/30/17
55613,Trainscape,/app/565910/,6/28/17,3,7,4,11,57.18,Simulation (28),"Indie (23), Simulation (28), Early Access (70)",Bit Toys,Bit Toys,Engine.Unity; SDK.OpenVR; SDK.Steam_Audio,6/25/17,63,0,0,3,6/29/17
55614,Bitcoin VR,/app/615460/,3/31/17,4,7,4,11,57.18,Simulation (28),Simulation (28),Indiesquare,Indiesquare,Engine.Unity; SDK.OpenVR,3/29/17,63,0,0,4,4/2/17
55615,Cult: Fear Inside,/app/622610/,9/29/17,3,7,4,11,57.18,Violent (73),"Nudity (72), Violent (73), Gore (74), Action (1), Indie (23), Early Access (70)",Sombrero Way Studio,Sombrero Way Studio,Engine.Unity,9/26/17,63,0,0,3,9/29/17
55616,ALaLa: Wake Mi Up!,/app/628820/,5/16/17,3,7,4,11,57.18,Indie (23),"Adventure (25), Casual (4), Indie (23), Strategy (2)",Fevolution Innovation Inc.,Fevolution Innovation Inc.,Engine.Unity; SDK.OpenVR,5/24/17,63,0,0,3,6/23/17
55617,WILOO,/app/673010/,8/3/17,2,7,4,11,57.18,Indie (23),"Adventure (25), Casual (4), Indie (23)",lightUP,lightUP,nan,8/7/18,63,0,0,2,1/29/18
55618,VR Escape The Puzzle Room,/app/676690/,9/20/17,3,7,4,11,57.18,Adventure (25),"Adventure (25), Simulation (28)",TiStar Game,TiStar Game,Engine.Unity; SDK.OpenVR,9/27/17,63,0,0,3,9/25/17
55619,Food Mahjong,/app/707610/,9/17/17,5,7,4,11,57.18,Casual (4),"Adventure (25), Casual (4), Indie (23), Sports (18), Strategy (2)",Boogygames Studios,Boogygames Studios,Engine.GameMaker,10/28/22,63,0,2,5,9/17/18
55620,Jigsaw Puzzles,/app/707850/,9/17/17,3,7,4,11,57.18,Casual (4),"Adventure (25), Casual (4), Indie (23), Strategy (2)",Boogygames Studios,Boogygames Studios,nan,10/28/22,63,0,0,3,2/9/18
55621,El Ministerio del Tiempo VR: Salva el tiempo,/app/716900/,10/9/17,5,7,4,11,57.18,Adventure (25),Adventure (25),RTVE,Future Lighthouse,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Wwise,10/9/17,63,0,0,5,10/10/17
55622,Choice of Broadsides,/app/726460/,10/19/17,5,7,4,11,57.18,Indie (23),"Adventure (25), Indie (23), RPG (3)",Choice of Games,Choice of Games,Container.Electron,9/29/17,63,0,0,5,10/21/17
55623,Cat Girl,/app/686180/,8/28/17,232,279,198,477,57.17,Adventure (25),"Adventure (25), Indie (23)",Paradise Project,夢かき屋,SDK.NWJS,8/11/17,58,0,1,232,2/18/18
55624,Space Jammers,/app/471400/,3/8/17,4,10,6,16,57.17,Action (1),"Action (1), Adventure (25), Indie (23), Early Access (70)",Spread Shot Studios LLC,Spread Shot Studios LLC,Engine.GameMaker,7/8/17,62,0,0,4,3/9/17
55625,Ski Jump VR,/app/600190/,6/8/17,5,10,6,16,57.17,Sports (18),"Sports (18), Early Access (70)",Pixel Perfect Dude,Pixel Perfect Dude,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR,5/1/18,62,0,0,5,3/17/18
55626,Deltaplan Simulator,/app/655040/,8/3/17,5,10,6,16,57.17,Action (1),"Action (1), Adventure (25), Indie (23), Simulation (28)",starmops,starmops,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.OpenVR; SDK.Vorbis,7/18/17,62,0,0,5,8/3/17
55627,Castaway Home Designer,/app/656560/,7/15/17,8,10,6,16,57.17,Simulation (28),"Casual (4), Indie (23), Simulation (28)",Stolen Couch Games,Stolen Couch Games,Engine.Unity,7/31/17,62,0,1,8,7/16/17
55628,Cove Point Fun Center VR,/app/719250/,11/20/17,3,10,6,16,57.17,Casual (4),"Casual (4), Indie (23), Sports (18)",Armet Games,Armet Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,11/2/17,62,0,0,3,11/5/17
55629,Casual Spider Solitaire,/app/722810/,10/4/17,10,10,6,16,57.17,Free to Play (37),"Casual (4), Free to Play (37), Indie (23)",Fair Games,Fair Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,3/25/22,62,4,5,10,2/1/23
55630,Maggie's Movies - Camera Action!,/app/691580/,9/14/17,16,26,17,43,57.12,Casual (4),"Adventure (25), Casual (4), Indie (23), Simulation (28)",GameHouse,World-Loom,Engine.Unity,11/2/22,60,0,2,16,9/19/17
55631,Circularity,/app/709380/,10/3/17,6,26,17,43,57.12,Casual (4),"Casual (4), Indie (23)",Giorgi Abelashvili,Giorgi Abelashvili,Engine.Unity,10/3/17,60,0,0,6,10/31/17
55632,Project Mercury,/app/702150/,9/20/17,433,289,206,495,57.09,Action (1),"Action (1), Indie (23)",Raxasoft Games,Raxasoft Games,nan,8/27/17,58,1,2,433,3/26/20
55633,Gevaudan,/app/636520/,6/8/17,7,81,56,137,57.05,Indie (23),"Adventure (25), Indie (23)",Microids Indie,Nicolas Bernard,Engine.Unity,9/27/19,59,0,1,7,8/4/17
55634,PUBG: BATTLEGROUNDS,/app/578080/,12/21/17,3257248,1235880,927317,2163197,57.04,Free to Play (37),"Action (1), Adventure (25), Free to Play (37), Massively Multiplayer (29)",KRAFTON Inc.,KRAFTON Inc.,AntiCheat.AntiCheatExpert; AntiCheat.BattlEye; Engine.Unreal; SDK.CEF; SDK.Discord; SDK.EpicOnlineServices; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vivox; SDK.Vorbis,4/10/23,57,"279,291","347,250",3257248,1/13/18
55635,Cleo's Lost Idols,/app/515230/,11/16/17,21,23,15,38,57.03,Free to Play (37),"Casual (4), Free to Play (37), Indie (23), Simulation (28), Strategy (2)",Chilled Mouse,Tomb Team,Engine.Unity; SDK.Vorbis,10/24/17,60,0,0,21,9/28/21
55636,Brass,/app/677650/,10/11/17,11,23,15,38,57.03,Strategy (2),Strategy (2),Phalanx,Cublo,Engine.Unity,9/3/17,60,1,2,11,4/26/20
55637,Magic matchstick,/app/718660/,10/10/17,10,23,15,38,57.03,Indie (23),"Casual (4), Indie (23)",Anime squаd,Anime squad,nan,9/23/17,60,0,1,10,10/25/17
55638,Pony World 2,/app/546820/,4/7/17,4,33,22,55,57.02,Simulation (28),"Casual (4), Indie (23), Simulation (28)",Play Publishing,Play Publishing,nan,4/6/17,60,1,2,4,1/1/18
55639,Dimension Jump,/app/564750/,3/15/17,62,33,22,55,57.02,Indie (23),Indie (23),Redpoint Games,Redpoint Games,SDK.CEF; SDK.SteamworksNET,2/17/17,57,0,1,62,12/23/17
55640,The Inevitability,/app/619740/,4/17/17,1350,57,39,96,57.01,Indie (23),"Gore (74), Adventure (25), Indie (23)",VaNyuHa,VaNyuHa,nan,4/3/17,59,1,7,1350,6/18/22
55641,Devade,/app/614900/,3/29/17,509,40,27,67,56.98,Casual (4),"Action (1), Casual (4), Indie (23)",Paleno Games,Paleno Games,Engine.Unity,3/25/17,59,0,0,509,1/11/23
55642,Behind The Door,/app/676730/,8/16/17,6,54,37,91,56.95,Adventure (25),"Adventure (25), Indie (23)",Dio Alias Games,Dio Alias Games,Engine.Unity; Engine.XNA,7/23/17,58,0,0,6,8/16/17
55643,The Agony,/app/568720/,6/14/17,2796,166,118,284,56.91,Adventure (25),"Adventure (25), Casual (4), Indie (23)",KishMish Games,KishMish Games,Engine.RenPy; SDK.SDL,10/29/22,58,2,4,2796,8/16/21
55644,Rise of One,/app/688500/,9/7/17,19,51,35,86,56.88,Free to Play (37),"Action (1), Free to Play (37), Indie (23), Strategy (2), Early Access (70)",Patriot Game Studio,Patriot Game Studio,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.Vorbis,12/7/18,59,0,1,19,11/24/18
55645,The Charming Empire,/app/505090/,4/19/17,37,44,30,74,56.88,Adventure (25),Adventure (25),Dogenzaka Lab,OperaHouse Corporation,nan,11/8/22,59,1,1,37,4/20/17
